Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
"(17.999, 32.0]",No,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",1,Female,"(54.0, 78.0]",3,2,Manufacturing Director,3,Married,"(4009.0, 7009.0]","(7094.0, 12094.0]","(-0.001, 0.5]",No,"(10.999, 16.0]",3,4,2,"(-0.001, 5.0]","(2.0, 3.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(101.999, 302.0]",Research & Development,"(0.999, 8.0]",3,Medical,"(251.0, 501.0]",4,Female,"(54.0, 78.0]",2,1,Laboratory Technician,1,Divorced,"(1008.999, 4009.0]","(7094.0, 12094.0]","(-0.001, 0.5]",Yes,"(10.999, 16.0]",3,3,1,"(5.0, 10.0]","(3.0, 6.0]",3,"(5.0, 10.0]","(2.0, 6.0]","(2.0, 15.0]","(7.0, 17.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(0.999, 8.0]",2,Medical,"(251.0, 501.0]",1,Male,"(29.999, 54.0]",3,5,Research Director,3,Divorced,"(19009.0, 22009.0]","(2093.999, 7094.0]","(-0.001, 0.5]",No,"(16.0, 21.0]",3,4,1,"(20.0, 25.0]","(3.0, 6.0]",3,"(10.0, 40.0]","(6.0, 8.0]","(2.0, 15.0]","(7.0, 17.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(702.0, 902.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",3,Male,"(78.0, 102.0]",3,1,Research Scientist,4,Married,"(1008.999, 4009.0]","(22094.0, 27094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,2,0,"(-0.001, 5.0]","(-0.001, 1.0]",2,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(17.999, 32.0]",Yes,Travel_Frequently,"(302.0, 502.0]",Research & Development,"(22.0, 29.0]",2,Medical,"(251.0, 501.0]",3,Male,"(54.0, 78.0]",2,1,Laboratory Technician,2,Single,"(1008.999, 4009.0]","(7094.0, 12094.0]","(-0.001, 0.5]",No,"(10.999, 16.0]",3,2,0,"(5.0, 10.0]","(1.0, 2.0]",4,"(2.0, 5.0]","(2.0, 6.0]","(0.5, 1.0]","(2.0, 5.0]"
"(17.999, 32.0]",No,Travel_Frequently,"(1302.0, 1502.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",2,Male,"(78.0, 102.0]",4,1,Laboratory Technician,2,Married,"(1008.999, 4009.0]","(22094.0, 27094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",4,3,0,"(-0.001, 5.0]","(2.0, 3.0]",1,"(2.0, 5.0]","(-0.001, 1.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(32.0, 46.0]",No,Non-Travel,"(1302.0, 1502.0]",Sales,"(0.999, 8.0]",2,Life Sciences,"(251.0, 501.0]",4,Male,"(29.999, 54.0]",2,2,Sales Executive,4,Married,"(4009.0, 7009.0]","(17094.0, 22094.0]","(2.0, 4.0]",No,"(16.0, 21.0]",3,4,1,"(10.0, 15.0]","(-0.001, 1.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(2.0, 5.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(101.999, 302.0]",Research & Development,"(0.999, 8.0]",1,Technical Degree,"(251.0, 501.0]",4,Male,"(78.0, 102.0]",2,2,Laboratory Technician,1,Single,"(1008.999, 4009.0]","(17094.0, 22094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,4,0,"(5.0, 10.0]","(3.0, 6.0]",3,"(5.0, 10.0]","(1.0, 2.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(302.0, 502.0]",Sales,"(0.999, 8.0]",3,Technical Degree,"(251.0, 501.0]",3,Female,"(54.0, 78.0]",1,4,Manager,2,Married,"(16009.0, 19009.0]","(12094.0, 17094.0]","(2.0, 4.0]",Yes,"(10.999, 16.0]",3,2,1,"(25.0, 30.0]","(1.0, 2.0]",2,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(5.0, 7.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(0.999, 8.0]",4,Life Sciences,"(251.0, 501.0]",1,Male,"(78.0, 102.0]",3,1,Laboratory Technician,3,Single,"(1008.999, 4009.0]","(12094.0, 17094.0]","(1.5, 2.0]",No,"(10.999, 16.0]",3,3,0,"(-0.001, 5.0]","(3.0, 6.0]",1,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Sales,"(0.999, 8.0]",3,Medical,"(251.0, 501.0]",1,Male,"(54.0, 78.0]",2,2,Sales Executive,2,Married,"(4009.0, 7009.0]","(2093.999, 7094.0]","(1.5, 2.0]",No,"(16.0, 21.0]",3,2,2,"(5.0, 10.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(22.0, 29.0]",3,Medical,"(251.0, 501.0]",2,Male,"(54.0, 78.0]",2,2,Healthcare Representative,4,Married,"(4009.0, 7009.0]","(12094.0, 17094.0]","(-0.001, 0.5]",No,"(16.0, 21.0]",4,2,1,"(5.0, 10.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(-0.001, 1.0]","(2.0, 15.0]","(7.0, 17.0]"
"(17.999, 32.0]",No,Non-Travel,"(502.0, 702.0]",Research & Development,"(0.999, 8.0]",2,Life Sciences,"(251.0, 501.0]",2,Male,"(78.0, 102.0]",4,2,Healthcare Representative,1,Divorced,"(1008.999, 4009.0]","(17094.0, 22094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,4,2,"(5.0, 10.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(2.0, 6.0]","(0.5, 1.0]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(15.0, 22.0]",2,Medical,"(251.0, 501.0]",3,Male,"(78.0, 102.0]",3,4,Healthcare Representative,4,Married,"(13009.0, 16009.0]","(7094.0, 12094.0]","(-0.001, 0.5]",Yes,"(10.999, 16.0]",3,2,0,"(20.0, 25.0]","(1.0, 2.0]",3,"(10.0, 40.0]","(6.0, 8.0]","(2.0, 15.0]","(7.0, 17.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",4,Male,"(29.999, 54.0]",3,1,Laboratory Technician,4,Married,"(1008.999, 4009.0]","(17094.0, 22094.0]","(-0.001, 0.5]",No,"(10.999, 16.0]",3,3,1,"(15.0, 20.0]","(3.0, 6.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(7.0, 17.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(302.0, 502.0]",Research & Development,"(0.999, 8.0]",3,Medical,"(251.0, 501.0]",4,Male,"(78.0, 102.0]",3,5,Manager,1,Single,"(19009.0, 22009.0]","(17094.0, 22094.0]","(-0.001, 0.5]",Yes,"(10.999, 16.0]",3,3,0,"(35.0, 40.0]","(1.0, 2.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(7.0, 17.0]"
"(46.0, 60.0]",Yes,Non-Travel,"(502.0, 702.0]",Research & Development,"(22.0, 29.0]",4,Life Sciences,"(251.0, 501.0]",1,Male,"(78.0, 102.0]",3,3,Manager,2,Married,"(10009.0, 13009.0]","(7094.0, 12094.0]","(0.5, 1.5]",Yes,"(10.999, 16.0]",3,4,1,"(5.0, 10.0]","(1.0, 2.0]",2,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(7.0, 17.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Research & Development,"(8.0, 15.0]",3,Medical,"(251.0, 501.0]",4,Male,"(78.0, 102.0]",3,1,Research Scientist,4,Married,"(1008.999, 4009.0]","(2093.999, 7094.0]","(0.5, 1.5]",No,"(21.0, 26.0]",4,4,1,"(-0.001, 5.0]","(2.0, 3.0]",2,"(2.0, 5.0]","(1.0, 2.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(101.999, 302.0]",Sales,"(0.999, 8.0]",4,Medical,"(251.0, 501.0]",3,Male,"(78.0, 102.0]",3,2,Sales Executive,4,Married,"(4009.0, 7009.0]","(22094.0, 27094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,2,1,"(5.0, 10.0]","(3.0, 6.0]",4,"(2.0, 5.0]","(2.0, 6.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(902.0, 1102.0]",Research & Development,"(0.999, 8.0]",2,Medical,"(251.0, 501.0]",4,Male,"(78.0, 102.0]",2,1,Research Scientist,3,Single,"(1008.999, 4009.0]","(7094.0, 12094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",3,1,0,"(-0.001, 5.0]","(3.0, 6.0]",4,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(-0.001, 1.0]"
"(32.0, 46.0]",No,Non-Travel,"(702.0, 902.0]",Research & Development,"(0.999, 8.0]",4,Medical,"(251.0, 501.0]",1,Female,"(78.0, 102.0]",3,3,Research Director,4,Divorced,"(13009.0, 16009.0]","(7094.0, 12094.0]","(1.5, 2.0]",Yes,"(16.0, 21.0]",3,1,2,"(10.0, 15.0]","(1.0, 2.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(15.0, 22.0]",3,Life Sciences,"(251.0, 501.0]",2,Female,"(54.0, 78.0]",4,3,Manager,2,Divorced,"(10009.0, 13009.0]","(17094.0, 22094.0]","(4.0, 9.0]",No,"(16.0, 21.0]",3,2,1,"(5.0, 10.0]","(3.0, 6.0]",2,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(302.0, 502.0]",Sales,"(0.999, 8.0]",2,Medical,"(251.0, 501.0]",1,Female,"(29.999, 54.0]",4,2,Sales Executive,1,Divorced,"(4009.0, 7009.0]","(17094.0, 22094.0]","(0.5, 1.5]",Yes,"(21.0, 26.0]",4,3,1,"(5.0, 10.0]","(2.0, 3.0]",3,"(5.0, 10.0]","(-0.001, 1.0]","(2.0, 15.0]","(5.0, 7.0]"
"(17.999, 32.0]",No,Travel_Frequently,"(1302.0, 1502.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",3,Female,"(78.0, 102.0]",3,2,Manufacturing Director,2,Divorced,"(4009.0, 7009.0]","(22094.0, 27094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",4,1,1,"(5.0, 10.0]","(3.0, 6.0]",1,"(5.0, 10.0]","(2.0, 6.0]","(0.5, 1.0]","(2.0, 5.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(702.0, 902.0]",Research & Development,"(0.999, 8.0]",1,Life Sciences,"(251.0, 501.0]",1,Male,"(78.0, 102.0]",3,5,Research Director,2,Divorced,"(19009.0, 22009.0]","(12094.0, 17094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,1,2,"(25.0, 30.0]","(3.0, 6.0]",2,"(5.0, 10.0]","(2.0, 6.0]","(0.5, 1.0]","(5.0, 7.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(902.0, 1102.0]",Research & Development,"(0.999, 8.0]",4,Medical,"(251.0, 501.0]",3,Male,"(29.999, 54.0]",3,4,Research Director,3,Married,"(16009.0, 19009.0]","(17094.0, 22094.0]","(2.0, 4.0]",Yes,"(10.999, 16.0]",3,4,3,"(20.0, 25.0]","(3.0, 6.0]",2,"(2.0, 5.0]","(2.0, 6.0]","(0.5, 1.0]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(502.0, 702.0]",Sales,"(0.999, 8.0]",1,Life Sciences,"(251.0, 501.0]",2,Male,"(78.0, 102.0]",3,2,Sales Executive,3,Married,"(4009.0, 7009.0]","(22094.0, 27094.0]","(0.5, 1.5]",No,"(21.0, 26.0]",4,3,0,"(15.0, 20.0]","(2.0, 3.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(5.0, 7.0]"
"(17.999, 32.0]",No,Travel_Frequently,"(302.0, 502.0]",Sales,"(0.999, 8.0]",2,Life Sciences,"(251.0, 501.0]",2,Male,"(29.999, 54.0]",3,2,Sales Executive,4,Single,"(4009.0, 7009.0]","(17094.0, 22094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",3,1,0,"(5.0, 10.0]","(2.0, 3.0]",2,"(5.0, 10.0]","(6.0, 8.0]","(-0.001, 0.5]","(7.0, 17.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(101.999, 302.0]",Research & Development,"(15.0, 22.0]",2,Technical Degree,"(251.0, 501.0]",2,Male,"(29.999, 54.0]",3,2,Laboratory Technician,4,Married,"(4009.0, 7009.0]","(12094.0, 17094.0]","(2.0, 4.0]",Yes,"(16.0, 21.0]",3,4,1,"(10.0, 15.0]","(3.0, 6.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(-0.001, 0.5]","(7.0, 17.0]"
"(17.999, 32.0]",No,Travel_Frequently,"(302.0, 502.0]",Research & Development,"(8.0, 15.0]",2,Medical,"(251.0, 501.0]",1,Male,"(54.0, 78.0]",3,2,Healthcare Representative,1,Married,"(4009.0, 7009.0]","(22094.0, 27094.0]","(0.5, 1.5]",Yes,"(10.999, 16.0]",3,3,1,"(-0.001, 5.0]","(2.0, 3.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(2.0, 15.0]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",4,Female,"(29.999, 54.0]",3,1,Research Scientist,4,Single,"(1008.999, 4009.0]","(12094.0, 17094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,2,0,"(15.0, 20.0]","(2.0, 3.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(5.0, 7.0]"
"(32.0, 46.0]",Yes,Travel_Frequently,"(902.0, 1102.0]",Research & Development,"(22.0, 29.0]",3,Life Sciences,"(251.0, 501.0]",4,Male,"(29.999, 54.0]",3,1,Laboratory Technician,3,Divorced,"(1008.999, 4009.0]","(17094.0, 22094.0]","(2.0, 4.0]",Yes,"(21.0, 26.0]",4,4,1,"(15.0, 20.0]","(-0.001, 1.0]",1,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(22.0, 29.0]",4,Life Sciences,"(251.0, 501.0]",4,Male,"(78.0, 102.0]",3,2,Healthcare Representative,4,Divorced,"(4009.0, 7009.0]","(17094.0, 22094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,2,1,"(5.0, 10.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(15.0, 22.0]",4,Medical,"(251.0, 501.0]",1,Male,"(29.999, 54.0]",3,1,Laboratory Technician,2,Divorced,"(1008.999, 4009.0]","(12094.0, 17094.0]","(1.5, 2.0]",Yes,"(10.999, 16.0]",3,4,1,"(-0.001, 5.0]","(1.0, 2.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Research & Development,"(0.999, 8.0]",2,Life Sciences,"(251.0, 501.0]",4,Female,"(54.0, 78.0]",3,1,Research Scientist,4,Single,"(1008.999, 4009.0]","(2093.999, 7094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",4,4,0,"(-0.001, 5.0]","(2.0, 3.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(-0.001, 0.5]","(1.0, 2.0]"
"(46.0, 60.0]",No,Travel_Frequently,"(502.0, 702.0]",Research & Development,"(8.0, 15.0]",4,Life Sciences,"(251.0, 501.0]",3,Female,"(29.999, 54.0]",3,5,Research Director,1,Single,"(16009.0, 19009.0]","(22094.0, 27094.0]","(4.0, 9.0]",Yes,"(10.999, 16.0]",3,4,0,"(20.0, 25.0]","(3.0, 6.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(0.999, 8.0]",3,Technical Degree,"(251.0, 501.0]",3,Male,"(29.999, 54.0]",3,2,Research Scientist,2,Single,"(4009.0, 7009.0]","(22094.0, 27094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,4,0,"(5.0, 10.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(-0.001, 1.0]","(2.0, 15.0]","(5.0, 7.0]"
"(17.999, 32.0]",No,Travel_Frequently,"(302.0, 502.0]",Sales,"(0.999, 8.0]",3,Marketing,"(251.0, 501.0]",4,Female,"(78.0, 102.0]",3,1,Sales Representative,2,Divorced,"(1008.999, 4009.0]","(2093.999, 7094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,1,"(-0.001, 5.0]","(3.0, 6.0]",2,"(-0.001, 2.0]","(1.0, 2.0]","(1.0, 2.0]","(1.0, 2.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(902.0, 1102.0]",Sales,"(0.999, 8.0]",4,Marketing,"(251.0, 501.0]",4,Male,"(29.999, 54.0]",2,2,Sales Executive,4,Single,"(4009.0, 7009.0]","(7094.0, 12094.0]","(0.5, 1.5]",Yes,"(10.999, 16.0]",3,2,0,"(5.0, 10.0]","(-0.001, 1.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(2.0, 5.0]"
"(32.0, 46.0]",No,Travel_Frequently,"(702.0, 902.0]",Research & Development,"(8.0, 15.0]",3,Medical,"(251.0, 501.0]",2,Male,"(29.999, 54.0]",3,1,Research Scientist,4,Married,"(1008.999, 4009.0]","(7094.0, 12094.0]","(0.5, 1.5]",Yes,"(10.999, 16.0]",3,3,3,"(-0.001, 5.0]","(2.0, 3.0]",2,"(2.0, 5.0]","(1.0, 2.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Frequently,"(502.0, 702.0]",Sales,"(22.0, 29.0]",3,Marketing,"(251.0, 501.0]",3,Female,"(54.0, 78.0]",3,4,Sales Executive,2,Married,"(13009.0, 16009.0]","(12094.0, 17094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,4,1,"(20.0, 25.0]","(1.0, 2.0]",4,"(10.0, 40.0]","(2.0, 6.0]","(2.0, 15.0]","(7.0, 17.0]"
"(17.999, 32.0]",Yes,Travel_Rarely,"(101.999, 302.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",3,Male,"(29.999, 54.0]",3,1,Laboratory Technician,3,Single,"(1008.999, 4009.0]","(22094.0, 27094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,0,"(-0.001, 5.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Sales,"(15.0, 22.0]",3,Marketing,"(251.0, 501.0]",3,Male,"(78.0, 102.0]",3,3,Sales Executive,2,Married,"(7009.0, 10009.0]","(2093.999, 7094.0]","(-0.001, 0.5]",No,"(10.999, 16.0]",3,3,2,"(10.0, 15.0]","(2.0, 3.0]",2,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(7.0, 17.0]"
"(32.0, 46.0]",No,Travel_Frequently,"(502.0, 702.0]",Research & Development,"(15.0, 22.0]",4,Life Sciences,"(251.0, 501.0]",3,Male,"(78.0, 102.0]",4,1,Laboratory Technician,4,Married,"(1008.999, 4009.0]","(7094.0, 12094.0]","(2.0, 4.0]",No,"(16.0, 21.0]",3,4,2,"(-0.001, 5.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(46.0, 60.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Research & Development,"(0.999, 8.0]",3,Medical,"(251.0, 501.0]",4,Male,"(78.0, 102.0]",1,2,Manufacturing Director,2,Divorced,"(4009.0, 7009.0]","(12094.0, 17094.0]","(4.0, 9.0]",No,"(16.0, 21.0]",3,4,1,"(10.0, 15.0]","(2.0, 3.0]",3,"(2.0, 5.0]","(-0.001, 1.0]","(0.5, 1.0]","(1.0, 2.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(302.0, 502.0]",Sales,"(0.999, 8.0]",4,Life Sciences,"(251.0, 501.0]",4,Male,"(78.0, 102.0]",3,4,Manager,2,Single,"(16009.0, 19009.0]","(12094.0, 17094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",3,2,0,"(20.0, 25.0]","(1.0, 2.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(702.0, 902.0]",Sales,"(8.0, 15.0]",3,Medical,"(251.0, 501.0]",4,Female,"(54.0, 78.0]",2,1,Sales Representative,3,Single,"(1008.999, 4009.0]","(7094.0, 12094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,1,0,"(-0.001, 5.0]","(1.0, 2.0]",3,"(-0.001, 2.0]","(-0.001, 1.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(1302.0, 1502.0]",Research & Development,"(15.0, 22.0]",2,Medical,"(251.0, 501.0]",2,Male,"(54.0, 78.0]",4,2,Healthcare Representative,1,Single,"(4009.0, 7009.0]","(2093.999, 7094.0]","(-0.001, 0.5]",No,"(16.0, 21.0]",3,3,0,"(5.0, 10.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(2.0, 6.0]","(-0.001, 0.5]","(5.0, 7.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(101.999, 302.0]",Sales,"(0.999, 8.0]",3,Technical Degree,"(251.0, 501.0]",2,Male,"(78.0, 102.0]",4,2,Sales Executive,4,Married,"(4009.0, 7009.0]","(12094.0, 17094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,2,1,"(5.0, 10.0]","(2.0, 3.0]",2,"(5.0, 10.0]","(6.0, 8.0]","(2.0, 15.0]","(5.0, 7.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(1102.0, 1302.0]",Research & Development,"(0.999, 8.0]",3,Medical,"(251.0, 501.0]",3,Male,"(29.999, 54.0]",4,3,Healthcare Representative,4,Divorced,"(7009.0, 10009.0]","(7094.0, 12094.0]","(-0.001, 0.5]",No,"(16.0, 21.0]",3,1,3,"(15.0, 20.0]","(3.0, 6.0]",2,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(5.0, 7.0]"
"(32.0, 46.0]",No,Non-Travel,"(1102.0, 1302.0]",Research & Development,"(22.0, 29.0]",4,Life Sciences,"(251.0, 501.0]",2,Female,"(29.999, 54.0]",3,2,Laboratory Technician,2,Married,"(4009.0, 7009.0]","(2093.999, 7094.0]","(4.0, 9.0]",No,"(10.999, 16.0]",3,3,1,"(10.0, 15.0]","(2.0, 3.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(-0.001, 0.5]","(7.0, 17.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(902.0, 1102.0]",Sales,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",4,Male,"(78.0, 102.0]",2,2,Sales Executive,3,Married,"(4009.0, 7009.0]","(12094.0, 17094.0]","(0.5, 1.5]",No,"(10.999, 16.0]",3,3,1,"(10.0, 15.0]","(2.0, 3.0]",2,"(10.0, 40.0]","(6.0, 8.0]","(2.0, 15.0]","(7.0, 17.0]"
"(32.0, 46.0]",No,Travel_Rarely,"(702.0, 902.0]",Research & Development,"(22.0, 29.0]",2,Life Sciences,"(251.0, 501.0]",1,Female,"(78.0, 102.0]",2,3,Research Director,2,Married,"(10009.0, 13009.0]","(22094.0, 27094.0]","(2.0, 4.0]",No,"(16.0, 21.0]",3,3,1,"(15.0, 20.0]","(1.0, 2.0]",3,"(5.0, 10.0]","(6.0, 8.0]","(-0.001, 0.5]","(-0.001, 1.0]"
"(46.0, 60.0]",No,Non-Travel,"(302.0, 502.0]",Research & Development,"(0.999, 8.0]",4,Life Sciences,"(251.0, 501.0]",4,Male,"(29.999, 54.0]",1,2,Healthcare Representative,3,Divorced,"(4009.0, 7009.0]","(12094.0, 17094.0]","(1.5, 2.0]",Yes,"(10.999, 16.0]",3,4,1,"(10.0, 15.0]","(1.0, 2.0]",3,"(2.0, 5.0]","(2.0, 6.0]","(0.5, 1.0]","(1.0, 2.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(502.0, 702.0]",Research & Development,"(0.999, 8.0]",4,Technical Degree,"(251.0, 501.0]",3,Male,"(78.0, 102.0]",3,1,Research Scientist,4,Married,"(4009.0, 7009.0]","(7094.0, 12094.0]","(-0.001, 0.5]",Yes,"(10.999, 16.0]",3,3,1,"(5.0, 10.0]","(3.0, 6.0]",3,"(2.0, 5.0]","(1.0, 2.0]","(-0.001, 0.5]","(2.0, 5.0]"
"(17.999, 32.0]",No,Travel_Rarely,"(101.999, 302.0]",Human Resources,"(0.999, 8.0]",3,Human Resources,"(251.0, 501.0]",1,Male,"(54.0, 78.0]",2,2,Human Resources,1,Married,"(4009.0, 7009.0]","(17094.0, 22094.0]","(2.0, 4.0]",No,"(10.999, 16.0]",3,4,0,"(5.0, 10.0]","(-0.001, 1.0]",3,"(-0.001, 2.0]","(1.0, 2.0]","(0.5, 1.0]","(-0.001, 1.0]"
"(32.0, 46.0]",No,Travel_Frequently,"(1102.0, 1302.0]",Research & Development,"(0.999, 8.0]",3,Life Sciences,"(251.0, 501.0]",1,Male,"(78.0, 102.0]",3,3,Laboratory Technician,1,Divorced,"(4009.0, 7009.0]","(17094.0, 22094.0]","(0.5, 1.5]",No,"(16.0, 21.0]",3,1,1,"(20.0, 25.0]","(1.0, 2.0]",3,"(10.0, 40.0]","(8.0, 18.0]","(2.0, 15.0]","(7.0, 17.0]"
